timestamps,TP9,AF7,AF8,TP10,Right AUX
1659298162.725,47.363,-28.320,-14.648,74.707,0.000
1659298162.729,40.527,-37.598,-16.602,61.035,0.000
1659298162.733,36.133,-34.668,-23.438,57.129,0.000
1659298162.737,45.410,-30.273,-24.902,60.547,0.000
1659298162.741,46.875,-27.832,-25.391,62.988,0.000
1659298162.745,45.410,-29.297,-21.973,68.359,0.000
1659298162.749,44.922,-41.016,-23.438,58.105,0.000
1659298162.753,43.457,-39.062,-25.879,53.711,0.000
1659298162.757,42.480,-35.156,-23.926,61.035,0.000
1659298162.760,37.598,-31.250,-26.367,56.641,0.000
1659298162.764,31.738,-32.715,-32.227,48.340,0.000
1659298162.768,38.086,-37.598,-34.180,50.293,0.000
1659298162.772,52.734,-29.785,-28.809,68.848,0.000
1659298162.776,49.805,-14.160,-23.438,65.430,0.000
1659298162.780,47.363,-10.254,-27.344,51.758,0.000
1659298162.784,46.875,-20.020,-27.344,65.430,0.000
1659298162.788,48.828,-20.020,-25.391,75.684,0.000
1659298162.792,44.434,-12.207,-31.738,61.523,0.000
1659298162.796,45.898,-17.090,-34.180,54.688,0.000
1659298162.799,55.176,-21.973,-25.391,65.430,0.000
1659298162.803,55.176,-16.113,-19.043,81.543,0.000
1659298162.807,44.434,-19.531,-31.738,62.500,0.000
1659298162.811,40.527,-29.785,-36.621,40.527,0.000
1659298162.815,44.434,-21.484,-35.156,43.457,0.000
1659298162.819,43.945,-10.742,-36.621,47.852,0.000
1659298162.823,42.480,-12.207,-38.086,59.082,0.000
1659298162.827,38.086,-16.113,-37.109,58.105,0.000
1659298162.831,41.016,-15.137,-25.879,57.129,0.000
1659298162.835,44.434,-17.578,-24.902,63.477,0.000
1659298162.838,54.199,-18.555,-24.414,62.012,0.000
1659298162.842,50.781,-15.625,-13.184,58.105,0.000
1659298162.846,40.527,-18.066,-11.230,66.895,0.000
1659298162.850,46.387,-20.508,-19.531,72.754,0.000
1659298162.854,57.617,-15.625,-19.043,72.266,0.000
1659298162.858,49.316,-9.277,-19.531,64.453,0.000
1659298162.862,38.574,-9.277,-18.555,52.734,0.000
1659298162.866,34.180,-13.184,-18.066,51.758,0.000
1659298162.870,31.250,-18.066,-20.996,53.223,0.000
1659298162.874,31.250,-24.414,-21.484,49.805,0.000
1659298162.878,22.949,-26.367,-23.438,45.410,0.000
1659298162.881,19.531,-27.832,-29.297,42.969,0.000
1659298162.885,34.668,-25.391,-28.809,53.223,0.000
1659298162.889,43.457,-24.414,-20.508,68.359,0.000
1659298162.893,30.273,-23.438,-19.043,57.129,0.000
1659298162.897,25.391,-14.648,-23.438,49.805,0.000
1659298162.901,26.855,-17.578,-24.902,44.922,0.000
1659298162.905,33.691,-20.020,-25.879,54.688,0.000
1659298162.909,30.762,-20.020,-20.996,64.941,0.000
1659298162.913,20.020,-15.137,-11.230,60.547,0.000
1659298162.917,28.809,-17.578,-12.695,57.617,0.000
1659298162.920,42.480,-31.738,-16.113,73.242,0.000
1659298162.924,35.156,-35.645,-16.113,68.359,0.000
1659298162.928,27.344,-23.926,-20.020,39.551,0.000
1659298162.932,34.180,-19.043,-16.602,36.621,0.000
1659298162.936,43.457,-25.879,-13.184,51.270,0.000
1659298162.940,45.898,-22.461,-16.602,56.641,0.000
1659298162.944,43.457,-17.090,-19.043,48.340,0.000
1659298162.948,44.922,-17.578,-18.555,48.340,0.000
1659298162.952,47.363,-21.484,-19.043,55.176,0.000
1659298162.956,43.457,-19.043,-17.090,62.988,0.000
1659298162.960,35.645,-20.508,-13.672,59.570,0.000
1659298162.963,41.016,-30.273,-12.207,62.988,0.000
1659298162.967,43.457,-31.250,-16.113,68.848,0.000
1659298162.971,36.621,-35.645,-25.391,73.242,0.000
1659298162.975,33.691,-43.457,-28.809,72.754,0.000
1659298162.979,39.062,-56.641,-21.973,70.801,0.000
1659298162.983,35.156,-52.734,-20.020,73.242,0.000
1659298162.987,45.410,-39.062,-19.043,78.613,0.000
1659298162.991,51.758,-37.598,-14.160,67.871,0.000
1659298162.995,38.086,-43.457,-18.066,54.688,0.000
1659298162.999,40.527,-40.039,-30.273,62.500,0.000
1659298163.002,50.293,-32.227,-28.320,75.684,0.000
1659298163.006,49.316,-29.785,-25.391,74.707,0.000
1659298163.010,45.898,-33.203,-32.227,72.754,0.000
1659298163.014,44.434,-31.250,-30.273,76.172,0.000
1659298163.018,48.828,-20.996,-16.602,72.754,0.000
1659298163.022,60.059,-19.043,-5.371,82.520,0.000
1659298163.026,56.641,-15.625,-4.883,84.961,0.000
1659298163.030,54.688,-12.695,-4.883,87.402,0.000
1659298163.034,56.641,-10.254,-4.395,83.984,0.000
1659298163.038,66.895,-6.348,-15.625,86.914,0.000
1659298163.042,66.406,-16.113,-16.602,104.004,0.000
1659298163.045,58.105,-21.973,-11.230,86.914,0.000
1659298163.049,61.523,-18.066,-11.719,78.613,0.000
1659298163.053,66.895,-15.137,-8.789,95.703,0.000
1659298163.057,65.430,-6.836,-1.465,97.168,0.000
1659298163.061,60.059,-2.930,0.977,85.938,0.000
1659298163.065,62.988,-4.883,2.930,90.332,0.000
1659298163.069,65.430,-9.277,7.812,99.609,0.000
1659298163.073,67.383,-11.230,8.301,107.422,0.000
1659298163.077,64.941,-16.113,7.812,97.656,0.000
1659298163.081,59.570,-26.855,9.766,92.285,0.000
1659298163.085,57.617,-10.742,6.348,89.844,0.000
1659298163.088,63.477,6.836,1.953,91.309,0.000
1659298163.092,55.664,-6.836,0.488,83.496,0.000
1659298163.096,46.387,-14.648,0.488,80.078,0.000
1659298163.100,55.664,-1.953,-2.930,83.496,0.000
1659298163.104,67.383,-3.906,-3.906,87.402,0.000
1659298163.108,56.641,-12.695,3.418,78.613,0.000
1659298163.112,48.340,-5.371,12.207,65.918,0.000
1659298163.116,52.734,-6.348,9.277,70.312,0.000
1659298163.120,51.270,-10.742,-2.930,84.473,0.000
1659298163.124,47.363,-12.207,-9.277,83.984,0.000
1659298163.127,44.922,-10.742,-6.836,75.195,0.000
1659298163.131,54.688,-3.418,-3.418,70.801,0.000
1659298163.135,56.641,-16.602,-8.301,72.754,0.000
1659298163.139,50.293,-22.949,-15.137,74.707,0.000
1659298163.143,39.062,-14.648,-13.184,67.383,0.000
1659298163.147,45.410,-19.043,-8.301,71.777,0.000
1659298163.151,61.035,-22.461,-0.488,81.543,0.000
1659298163.155,62.500,-21.484,-5.859,83.984,0.000
1659298163.159,51.270,-21.484,-10.254,78.613,0.000
1659298163.163,53.711,-20.020,-3.418,76.660,0.000
1659298163.166,54.688,-22.949,-6.836,66.406,0.000
1659298163.170,49.316,-18.066,-6.348,66.895,0.000
1659298163.174,43.457,-22.461,-1.953,63.477,0.000
1659298163.178,36.133,-41.992,-8.789,49.316,0.000
1659298163.182,37.109,-34.668,-14.648,53.223,0.000
1659298163.186,41.016,-29.297,-13.184,66.406,0.000
1659298163.190,36.621,-36.621,-5.371,47.363,0.000
1659298163.194,29.297,-33.691,-7.812,27.344,0.000
1659298163.198,37.598,-27.832,-4.883,39.062,0.000
1659298163.202,47.363,-33.691,4.395,51.758,0.000
1659298163.206,44.922,-48.340,-2.441,57.129,0.000
1659298163.209,27.832,-49.805,-11.230,40.527,0.000
1659298163.213,22.949,-54.199,-14.648,26.367,0.000
1659298163.217,35.156,-51.270,-13.672,32.227,0.000
1659298163.221,31.250,-46.387,-18.555,31.250,0.000
1659298163.225,16.113,-51.758,-24.414,24.902,0.000
1659298163.229,17.090,-51.758,-20.020,30.762,0.000
1659298163.233,26.367,-49.805,-14.648,37.598,0.000
1659298163.237,35.645,-36.621,-10.742,53.223,0.000
1659298163.241,37.109,-26.367,-13.184,57.617,0.000
1659298163.245,31.738,-34.668,-15.137,46.387,0.000
1659298163.249,28.809,-42.969,-12.207,34.668,0.000
1659298163.252,30.762,-46.875,-10.742,37.598,0.000
1659298163.256,33.691,-50.781,-12.695,39.062,0.000
1659298163.260,25.391,-48.340,-11.230,23.438,0.000
1659298163.264,24.902,-39.062,-10.742,18.555,0.000
1659298163.268,27.832,-40.039,-20.996,26.855,0.000
1659298163.272,24.414,-40.039,-31.738,35.156,0.000
1659298163.276,21.484,-38.574,-26.855,25.879,0.000
1659298163.280,23.926,-43.945,-20.508,33.203,0.000
1659298163.284,21.484,-41.504,-18.066,48.828,0.000
1659298163.288,25.391,-35.645,-21.484,51.270,0.000
1659298163.292,29.297,-29.297,-26.367,55.664,0.000
1659298163.295,25.879,-41.992,-30.273,47.363,0.000
1659298163.299,25.391,-43.457,-33.691,39.062,0.000
1659298163.303,26.855,-24.414,-34.180,45.898,0.000
1659298163.307,28.320,-23.438,-32.715,46.875,0.000
1659298163.311,20.996,-28.809,-30.273,40.527,0.000
1659298163.315,21.973,-29.297,-36.133,49.316,0.000
1659298163.319,34.668,-29.785,-42.480,55.664,0.000
1659298163.323,42.480,-25.879,-45.410,45.410,0.000
1659298163.327,34.180,-25.391,-38.086,28.809,0.000
1659298163.331,25.879,-37.598,-37.598,27.832,0.000
1659298163.334,25.879,-43.457,-48.828,36.133,0.000
1659298163.338,30.273,-34.180,-44.434,47.852,0.000
1659298163.342,29.297,-30.273,-33.203,50.293,0.000
1659298163.346,33.203,-35.645,-36.621,38.086,0.000
1659298163.350,34.668,-40.039,-41.016,32.715,0.000
1659298163.354,35.645,-34.668,-36.133,45.898,0.000
1659298163.358,24.414,-33.203,-33.203,51.270,0.000
1659298163.362,16.602,-33.203,-37.598,52.246,0.000
1659298163.366,26.855,-31.250,-33.203,53.223,0.000
1659298163.370,30.762,-28.809,-31.738,52.734,0.000
1659298163.373,32.227,-37.109,-32.227,56.152,0.000
1659298163.377,26.855,-48.340,-30.762,46.387,0.000
1659298163.381,21.973,-33.691,-34.668,44.922,0.000
1659298163.385,21.484,-24.902,-36.133,57.617,0.000
1659298163.389,24.414,-35.156,-31.250,67.871,0.000
1659298163.393,20.996,-33.691,-28.320,57.129,0.000
1659298163.397,21.484,-26.367,-40.527,49.316,0.000
1659298163.401,25.879,-27.344,-45.898,55.664,0.000
1659298163.405,29.297,-34.668,-37.109,53.711,0.000
1659298163.409,22.949,-43.457,-36.621,43.457,0.000
1659298163.413,21.484,-42.969,-44.922,37.598,0.000
1659298163.417,28.809,-33.203,-47.852,46.875,0.000
1659298163.420,29.297,-30.762,-46.875,60.547,0.000
1659298163.424,27.344,-34.668,-45.410,62.988,0.000
1659298163.428,30.762,-29.785,-44.922,48.340,0.000
1659298163.432,27.832,-33.691,-46.387,43.945,0.000
1659298163.436,25.391,-32.715,-45.410,63.965,0.000
1659298163.440,23.438,-30.762,-42.969,52.734,0.000
1659298163.444,17.090,-37.598,-45.410,37.109,0.000
1659298163.448,18.555,-38.574,-46.875,47.852,0.000
1659298163.452,18.555,-36.621,-45.410,41.504,0.000
1659298163.456,24.902,-34.180,-45.898,45.410,0.000
1659298163.459,25.391,-38.574,-51.270,38.086,0.000
1659298163.463,23.926,-46.387,-49.805,27.344,0.000
1659298163.467,38.086,-47.852,-47.363,48.340,0.000
1659298163.471,44.434,-37.109,-46.875,62.012,0.000
1659298163.475,25.391,-32.227,-48.828,36.621,0.000
1659298163.479,16.602,-42.969,-54.688,26.855,0.000
1659298163.483,24.902,-43.457,-54.688,42.969,0.000
1659298163.487,33.203,-30.273,-41.504,55.664,0.000
1659298163.491,21.973,-24.414,-40.527,54.688,0.000
1659298163.495,11.230,-29.785,-47.363,35.645,0.000
1659298163.498,19.531,-36.621,-44.922,30.762,0.000
1659298163.502,21.484,-34.180,-44.434,37.109,0.000
1659298163.506,21.484,-32.715,-42.969,42.480,0.000
1659298163.510,15.137,-41.016,-43.945,45.410,0.000
1659298163.514,17.090,-43.457,-50.781,36.621,0.000
1659298163.518,36.133,-34.668,-52.734,44.922,0.000
1659298163.522,48.340,-33.691,-46.875,58.594,0.000
1659298163.526,39.062,-35.645,-39.062,56.152,0.000
1659298163.530,30.273,-25.879,-43.945,44.922,0.000
1659298163.534,28.320,-21.973,-48.340,43.457,0.000
1659298163.538,40.039,-24.414,-42.969,65.430,0.000
1659298163.541,35.156,-26.855,-50.293,49.316,0.000
1659298163.545,24.902,-32.227,-54.688,29.297,0.000
1659298163.549,28.809,-38.574,-48.340,35.645,0.000
1659298163.553,34.180,-50.781,-50.293,37.109,0.000
1659298163.557,31.738,-46.875,-47.852,28.320,0.000
1659298163.561,30.273,-37.598,-39.062,31.738,0.000
1659298163.565,27.832,-39.062,-43.945,31.250,0.000
1659298163.569,32.227,-36.621,-53.223,30.762,0.000
1659298163.573,42.480,-26.855,-56.641,52.734,0.000
1659298163.577,34.668,-21.973,-54.688,48.340,0.000
1659298163.581,31.250,-27.832,-46.875,43.945,0.000
1659298163.584,36.133,-33.203,-43.945,48.828,0.000
1659298163.588,44.434,-36.133,-44.434,56.641,0.000
1659298163.592,39.062,-34.180,-42.969,53.711,0.000
1659298163.596,27.344,-24.414,-41.504,38.086,0.000
1659298163.600,33.691,-18.066,-40.527,42.480,0.000
1659298163.604,52.734,-20.020,-41.016,58.105,0.000
1659298163.608,47.363,-25.391,-40.527,52.246,0.000
1659298163.612,30.762,-32.715,-46.875,37.598,0.000
1659298163.616,34.668,-36.621,-48.340,36.133,0.000
1659298163.620,48.340,-24.414,-41.992,48.340,0.000
1659298163.624,50.781,-18.555,-35.645,62.988,0.000
1659298163.627,33.203,-29.785,-39.551,72.266,0.000
1659298163.631,31.738,-34.668,-40.039,65.918,0.000
1659298163.635,52.246,-33.203,-32.227,61.035,0.000
1659298163.639,51.270,-41.992,-31.738,59.570,0.000
1659298163.643,31.250,-41.992,-38.574,45.898,0.000
1659298163.647,22.949,-44.434,-40.527,43.457,0.000
1659298163.651,30.762,-48.340,-33.203,44.434,0.000
1659298163.655,41.992,-34.180,-38.086,52.246,0.000
1659298163.659,42.480,-28.809,-40.527,50.293,0.000
1659298163.663,33.203,-31.250,-33.203,33.691,0.000
1659298163.667,28.320,-37.109,-37.598,41.016,0.000
1659298163.670,33.203,-34.668,-41.016,57.617,0.000
1659298163.674,34.180,-34.180,-39.551,54.199,0.000
1659298163.678,33.203,-35.645,-41.016,46.387,0.000
1659298163.682,27.832,-39.551,-43.945,48.340,0.000
1659298163.686,26.367,-46.387,-48.828,66.406,0.000
1659298163.690,30.762,-54.199,-50.293,66.406,0.000
1659298163.694,20.508,-70.312,-53.711,35.156,0.000
1659298163.698,18.066,-64.941,-49.316,30.762,0.000
1659298163.702,28.320,-40.527,-35.156,57.129,0.000
1659298163.706,35.156,-35.645,-35.156,70.801,0.000
1659298163.710,36.621,-41.016,-38.574,52.246,0.000
1659298163.713,32.715,-42.969,-32.227,44.434,0.000
1659298163.717,26.367,-47.852,-35.645,48.340,0.000
1659298163.721,27.344,-42.969,-49.316,45.410,0.000
1659298163.725,25.879,-34.180,-49.805,44.434,0.000
1659298163.729,23.438,-33.691,-44.434,45.898,0.000
1659298163.733,20.020,-37.109,-54.199,34.180,0.000
1659298163.737,18.555,-40.039,-57.129,45.410,0.000
1659298163.741,24.902,-46.875,-49.805,51.270,0.000
1659298163.745,19.531,-53.223,-62.500,39.551,0.000
1659298163.749,18.066,-43.945,-73.242,39.062,0.000
1659298163.752,21.973,-43.945,-64.941,45.898,0.000
1659298163.756,20.996,-52.246,-54.688,55.176,0.000
1659298163.760,17.578,-42.969,-56.152,41.504,0.000
1659298163.764,18.555,-24.902,-61.523,25.391,0.000
1659298163.768,29.785,-20.020,-60.547,35.156,0.000
1659298163.772,39.551,-20.996,-59.082,45.410,0.000
1659298163.776,29.297,-25.879,-56.641,41.504,0.000
1659298163.780,16.602,-36.133,-54.199,44.922,0.000
1659298163.784,21.973,-35.645,-53.223,49.805,0.000
1659298163.788,36.621,-35.645,-45.898,58.594,0.000
1659298163.792,38.574,-43.945,-44.434,56.152,0.000
1659298163.796,38.574,-50.293,-49.316,50.781,0.000
1659298163.799,38.086,-42.969,-49.805,46.387,0.000
1659298163.803,33.203,-37.109,-50.781,38.086,0.000
1659298163.807,36.133,-29.297,-44.922,55.664,0.000
1659298163.811,34.668,-29.297,-44.922,62.500,0.000
1659298163.815,35.156,-35.645,-52.246,50.293,0.000
1659298163.819,51.270,-34.668,-41.016,52.734,0.000
1659298163.823,49.316,-43.945,-37.598,51.758,0.000
1659298163.827,32.227,-47.363,-42.480,37.598,0.000
1659298163.831,29.785,-45.898,-43.945,35.645,0.000
1659298163.835,40.527,-44.434,-39.551,55.664,0.000
1659298163.839,40.039,-41.992,-40.527,57.617,0.000
1659298163.842,36.621,-35.156,-40.527,46.387,0.000
1659298163.846,41.992,-33.691,-33.203,46.387,0.000
1659298163.850,45.410,-28.809,-30.273,47.852,0.000
1659298163.854,51.758,-20.020,-26.855,59.082,0.000
1659298163.858,45.898,-21.973,-32.715,53.711,0.000
1659298163.862,45.898,-28.320,-40.039,43.945,0.000
1659298163.866,49.316,-31.250,-40.039,58.594,0.000
1659298163.870,49.805,-35.156,-43.945,77.637,0.000
1659298163.874,44.434,-45.898,-49.316,65.918,0.000
1659298163.878,33.203,-48.340,-43.945,50.781,0.000
1659298163.882,34.668,-39.062,-41.504,56.152,0.000
1659298163.885,39.551,-33.691,-45.410,57.617,0.000
1659298163.889,33.691,-41.992,-48.828,52.246,0.000
1659298163.893,26.855,-35.156,-40.039,48.828,0.000
1659298163.897,28.320,-31.738,-33.691,53.711,0.000
1659298163.901,33.203,-38.574,-45.898,48.340,0.000
1659298163.905,40.039,-34.668,-46.387,49.316,0.000
1659298163.909,31.250,-31.250,-39.062,50.293,0.000
1659298163.913,24.414,-30.273,-36.133,42.969,0.000
1659298163.917,26.367,-40.527,-34.180,38.086,0.000
1659298163.921,35.645,-41.992,-31.738,52.734,0.000
1659298163.924,39.062,-30.762,-29.785,61.523,0.000
1659298163.928,31.250,-42.480,-38.574,51.270,0.000
1659298163.932,23.926,-51.270,-46.875,50.781,0.000
1659298163.936,31.250,-44.922,-42.969,43.945,0.000
1659298163.940,32.715,-45.898,-35.156,52.734,0.000
1659298163.944,23.926,-41.016,-36.621,58.594,0.000
1659298163.948,24.902,-36.133,-41.504,43.945,0.000
1659298163.952,33.691,-34.668,-37.598,45.410,0.000
1659298163.956,38.086,-34.180,-38.086,55.176,0.000
1659298163.960,31.250,-41.016,-38.086,55.176,0.000
1659298163.964,30.762,-38.574,-40.527,40.527,0.000
1659298163.967,27.344,-25.391,-36.133,34.668,0.000
1659298163.971,21.973,-20.996,-36.133,41.504,0.000
1659298163.975,21.484,-24.902,-49.805,29.297,0.000
1659298163.979,19.531,-24.902,-58.105,22.461,0.000
1659298163.983,25.879,-26.367,-49.805,31.738,0.000
1659298163.987,33.691,-28.809,-39.062,49.316,0.000
1659298163.991,26.367,-28.809,-37.598,47.363,0.000
1659298163.995,16.602,-31.738,-39.551,34.180,0.000
1659298163.999,24.902,-30.762,-32.715,48.340,0.000
1659298164.003,35.156,-37.109,-36.133,62.988,0.000
1659298164.007,37.109,-37.109,-44.434,63.477,0.000
1659298164.010,32.227,-28.809,-32.715,63.965,0.000
1659298164.014,38.574,-30.762,-26.367,75.195,0.000
1659298164.018,51.270,-26.367,-29.785,86.426,0.000
1659298164.022,45.898,-33.203,-41.016,77.637,0.000
1659298164.026,36.133,-36.621,-40.527,64.453,0.000
1659298164.030,41.992,-34.668,-32.715,75.195,0.000
1659298164.034,41.504,-47.852,-36.621,76.172,0.000
1659298164.038,46.387,-47.852,-38.086,80.078,0.000
1659298164.042,39.062,-34.668,-37.598,76.660,0.000
1659298164.046,30.762,-28.320,-34.180,61.035,0.000
1659298164.050,38.086,-39.062,-27.344,62.012,0.000
1659298164.053,51.270,-44.922,-28.809,70.801,0.000
1659298164.057,50.781,-33.203,-36.621,72.266,0.000
1659298164.061,32.715,-20.020,-31.250,79.590,0.000
1659298164.065,27.832,-22.949,-27.832,78.613,0.000
1659298164.069,32.715,-28.809,-28.809,60.547,0.000
1659298164.073,32.715,-25.879,-26.855,62.988,0.000
1659298164.077,35.645,-25.391,-24.414,66.895,0.000
1659298164.081,44.434,-33.203,-20.020,63.965,0.000
1659298164.085,41.504,-32.715,-22.949,62.012,0.000
1659298164.089,37.598,-24.414,-28.809,72.754,0.000
1659298164.092,35.645,-20.020,-23.926,84.961,0.000
1659298164.096,33.691,-24.414,-25.391,68.359,0.000
1659298164.100,37.109,-26.855,-30.762,52.246,0.000
1659298164.104,45.410,-20.996,-29.297,65.430,0.000
1659298164.108,40.527,-22.949,-28.320,65.918,0.000
1659298164.112,34.180,-28.320,-23.926,56.641,0.000
1659298164.116,34.180,-31.738,-25.879,59.082,0.000
1659298164.120,34.668,-32.715,-27.832,70.312,0.000
1659298164.124,26.855,-38.574,-26.367,65.918,0.000
1659298164.128,18.066,-42.969,-26.367,52.734,0.000
1659298164.132,28.809,-45.410,-27.832,48.340,0.000
1659298164.135,41.504,-33.691,-25.391,58.594,0.000
1659298164.139,47.363,-24.414,-20.996,71.777,0.000
1659298164.143,40.527,-30.762,-15.137,69.336,0.000
1659298164.147,37.598,-26.855,-8.789,72.754,0.000
1659298164.151,40.527,-29.785,-12.207,79.102,0.000
1659298164.155,39.551,-37.598,-21.973,84.473,0.000
1659298164.159,37.598,-32.715,-22.949,75.684,0.000
1659298164.163,33.691,-19.531,-26.367,66.406,0.000
1659298164.167,34.180,-17.090,-28.809,66.895,0.000
1659298164.171,48.828,-32.227,-26.855,76.172,0.000
1659298164.175,55.176,-33.691,-27.344,79.102,0.000
1659298164.178,46.387,-19.531,-24.414,72.266,0.000
1659298164.182,44.434,-16.602,-22.949,76.172,0.000
1659298164.186,43.945,-23.438,-26.367,79.102,0.000
1659298164.190,40.527,-16.602,-28.320,70.801,0.000
1659298164.194,40.527,-14.160,-24.902,63.477,0.000
1659298164.198,44.434,-16.113,-10.742,69.336,0.000
1659298164.202,48.340,-16.113,-4.883,77.148,0.000
1659298164.206,56.152,-24.414,-10.254,80.566,0.000
1659298164.210,43.457,-25.879,-6.348,67.871,0.000
1659298164.214,34.668,-30.762,-2.441,68.359,0.000
1659298164.217,38.574,-39.551,-9.277,60.059,0.000
1659298164.221,41.504,-28.809,-11.719,54.688,0.000
1659298164.225,38.574,-18.555,-12.695,47.852,0.000
1659298164.229,25.879,-21.484,-25.391,45.898,0.000
1659298164.233,26.367,-20.996,-28.809,55.176,0.000
1659298164.237,41.504,-20.996,-18.066,56.152,0.000
1659298164.241,37.598,-18.066,-17.090,55.176,0.000
1659298164.245,27.344,-19.043,-25.391,44.922,0.000
1659298164.249,27.832,-31.738,-31.250,38.086,0.000
1659298164.253,28.809,-39.062,-34.668,39.062,0.000
1659298164.257,30.273,-35.156,-34.180,46.875,0.000
1659298164.260,22.949,-35.156,-30.762,45.410,0.000
1659298164.264,20.508,-38.574,-30.273,41.016,0.000
1659298164.268,26.855,-41.992,-32.715,45.898,0.000
1659298164.272,30.273,-42.480,-35.645,50.293,0.000
1659298164.276,23.926,-41.992,-36.621,46.875,0.000
1659298164.280,20.508,-41.992,-32.227,41.504,0.000
1659298164.284,26.855,-31.738,-35.645,49.805,0.000
1659298164.288,34.180,-22.461,-34.668,70.801,0.000
1659298164.292,23.438,-29.297,-39.062,52.246,0.000
1659298164.296,23.438,-34.668,-45.410,32.715,0.000
1659298164.299,26.855,-33.203,-49.316,42.480,0.000
1659298164.303,29.297,-34.668,-48.828,55.176,0.000
1659298164.307,46.875,-47.363,-39.062,57.129,0.000
1659298164.311,46.875,-50.781,-41.992,46.875,0.000
1659298164.315,39.062,-33.203,-39.551,47.852,0.000
1659298164.319,44.434,-21.484,-29.297,63.477,0.000
1659298164.323,52.246,-18.555,-25.879,79.102,0.000
1659298164.327,48.828,-18.555,-20.996,66.406,0.000
1659298164.331,46.387,-20.996,-19.531,57.129,0.000
1659298164.335,50.781,-24.414,-20.508,67.383,0.000
1659298164.339,49.805,-39.551,-23.438,66.406,0.000
1659298164.342,40.039,-46.875,-26.855,60.059,0.000
1659298164.346,41.992,-38.086,-30.762,62.988,0.000
1659298164.350,44.434,-40.527,-28.809,69.336,0.000
1659298164.354,44.434,-35.156,-27.344,72.266,0.000
1659298164.358,39.551,-31.738,-27.344,67.383,0.000
1659298164.362,29.297,-41.016,-32.715,58.594,0.000
1659298164.366,37.598,-43.457,-31.250,53.711,0.000
1659298164.370,45.410,-35.645,-22.461,65.430,0.000
1659298164.374,38.574,-32.715,-22.949,70.801,0.000
1659298164.378,25.879,-32.715,-24.902,63.477,0.000
1659298164.382,20.996,-33.691,-24.902,62.012,0.000
1659298164.385,25.879,-35.645,-25.879,58.105,0.000
1659298164.389,37.109,-25.879,-18.066,65.918,0.000
1659298164.393,29.785,-24.902,-15.137,63.965,0.000
1659298164.397,21.973,-31.250,-22.461,42.480,0.000
1659298164.401,37.109,-37.109,-25.879,41.016,0.000
1659298164.405,43.457,-37.598,-24.414,65.918,0.000
1659298164.409,28.320,-31.250,-24.414,62.500,0.000
1659298164.413,25.879,-32.715,-30.273,50.781,0.000
1659298164.417,28.809,-36.133,-35.645,59.570,0.000
1659298164.421,35.156,-33.203,-34.180,67.383,0.000
1659298164.424,42.480,-33.691,-36.133,63.477,0.000
1659298164.428,37.598,-37.109,-35.645,48.340,0.000
1659298164.432,31.250,-40.039,-41.504,40.039,0.000
1659298164.436,35.645,-44.922,-44.434,46.875,0.000
1659298164.440,41.016,-47.363,-44.434,51.270,0.000
1659298164.444,33.691,-39.551,-45.898,41.016,0.000
1659298164.448,27.832,-36.133,-40.527,40.527,0.000
1659298164.452,36.621,-36.621,-36.621,37.598,0.000
1659298164.456,42.480,-32.715,-31.738,37.598,0.000
1659298164.460,25.879,-37.598,-26.855,28.320,0.000
1659298164.464,21.973,-42.969,-24.414,25.879,0.000
1659298164.467,23.438,-43.457,-22.461,34.180,0.000
1659298164.471,28.320,-42.969,-27.344,36.621,0.000
1659298164.475,29.297,-42.969,-22.949,38.574,0.000
1659298164.479,18.066,-47.852,-16.113,34.180,0.000
1659298164.483,26.855,-42.480,-7.324,36.621,0.000
1659298164.487,42.969,-40.527,-6.348,55.176,0.000
1659298164.491,37.598,-46.387,-14.648,51.758,0.000
1659298164.495,27.832,-41.504,-20.996,38.086,0.000
1659298164.499,29.297,-27.344,-17.090,41.992,0.000
1659298164.503,30.762,-38.574,-14.648,53.711,0.000
1659298164.506,36.621,-51.758,-17.578,61.035,0.000
1659298164.510,39.551,-43.457,-13.184,69.336,0.000
1659298164.514,39.062,-40.527,-12.207,70.312,0.000
1659298164.518,35.645,-45.410,-21.484,57.129,0.000
1659298164.522,41.504,-43.457,-25.391,58.594,0.000
1659298164.526,37.598,-34.180,-22.461,57.617,0.000
1659298164.530,24.902,-31.250,-20.996,47.363,0.000
1659298164.534,22.461,-38.086,-24.902,40.039,0.000
1659298164.538,31.250,-41.016,-19.043,58.105,0.000
1659298164.542,35.156,-35.156,-11.230,63.477,0.000
1659298164.546,32.715,-32.715,-18.066,42.480,0.000
1659298164.549,32.715,-29.785,-21.973,45.410,0.000
1659298164.553,40.039,-35.645,-19.531,53.711,0.000
1659298164.557,37.109,-37.598,-16.602,51.758,0.000
1659298164.561,23.926,-31.250,-18.555,35.156,0.000
1659298164.565,18.555,-28.809,-19.531,33.691,0.000
1659298164.569,19.043,-32.715,-17.578,49.805,0.000
1659298164.573,19.043,-42.480,-13.184,48.828,0.000
1659298164.577,9.277,-41.016,-7.324,32.715,0.000
1659298164.581,11.719,-31.250,-8.301,38.086,0.000
1659298164.585,12.695,-24.414,-14.160,47.363,0.000
1659298164.589,13.184,-17.578,-14.160,47.852,0.000
1659298164.592,14.160,-16.113,-14.648,44.434,0.000
1659298164.596,17.578,-18.066,-18.066,42.480,0.000
1659298164.600,22.949,-22.949,-21.484,42.969,0.000
1659298164.604,29.297,-29.785,-19.531,55.664,0.000
