timestamps,TP9,AF7,AF8,TP10,Right AUX
1659298172.647,-26.367,-80.566,-93.262,-27.832,0.000
1659298172.651,-21.973,-80.078,-93.750,-22.949,0.000
1659298172.654,-12.695,-74.707,-91.797,-3.418,0.000
1659298172.658,-19.531,-73.730,-95.215,-1.953,0.000
1659298172.662,-21.973,-79.590,-102.051,-7.812,0.000
1659298172.666,-15.137,-84.961,-107.910,-16.113,0.000
1659298172.670,-10.742,-95.703,-112.305,-14.648,0.000
1659298172.674,-18.555,-89.844,-111.816,-6.836,0.000
1659298172.678,-31.738,-83.984,-104.492,-13.672,0.000
1659298172.682,-32.715,-83.984,-105.469,-21.484,0.000
1659298172.686,-32.715,-76.660,-102.539,-11.719,0.000
1659298172.690,-30.273,-68.359,-96.191,-2.441,0.000
1659298172.694,-35.156,-64.453,-101.562,-16.113,0.000
1659298172.697,-34.668,-60.547,-97.656,-16.602,0.000
1659298172.701,-25.879,-62.012,-88.379,-2.930,0.000
1659298172.705,-20.020,-64.941,-89.355,6.836,0.000
1659298172.709,-22.461,-62.500,-96.680,-2.930,0.000
1659298172.713,-26.367,-65.430,-95.703,-9.277,0.000
1659298172.717,-28.809,-75.684,-91.309,-6.836,0.000
1659298172.721,-19.043,-80.078,-91.797,-8.301,0.000
1659298172.725,-17.090,-74.707,-93.750,-7.324,0.000
1659298172.729,-25.391,-59.570,-96.191,-12.695,0.000
1659298172.733,-23.438,-59.570,-92.773,-8.301,0.000
1659298172.736,-27.344,-79.102,-88.379,-4.883,0.000
1659298172.740,-28.809,-84.961,-89.844,-15.625,0.000
1659298172.744,-28.809,-83.496,-88.867,-24.414,0.000
1659298172.748,-21.973,-88.379,-80.566,-20.020,0.000
1659298172.752,-17.090,-95.703,-80.566,-9.766,0.000
1659298172.756,-12.695,-99.609,-81.055,-3.418,0.000
1659298172.760,-16.113,-97.168,-82.520,2.930,0.000
1659298172.764,-28.320,-97.656,-88.867,2.441,0.000
1659298172.768,-18.555,-86.914,-83.984,-1.465,0.000
1659298172.772,-11.230,-77.148,-79.590,1.953,0.000
1659298172.775,-22.461,-78.613,-79.590,-3.906,0.000
1659298172.779,-30.273,-78.125,-77.148,-4.883,0.000
1659298172.783,-34.668,-77.148,-77.148,-4.395,0.000
1659298172.787,-28.320,-83.984,-74.707,-1.953,0.000
1659298172.791,-20.508,-85.938,-73.730,-1.953,0.000
1659298172.795,-25.391,-82.031,-78.125,-2.930,0.000
1659298172.799,-24.414,-81.055,-82.031,-8.789,0.000
1659298172.803,-16.113,-87.402,-79.590,-4.883,0.000
1659298172.807,-19.043,-84.473,-74.707,0.977,0.000
1659298172.811,-24.902,-73.242,-72.754,-3.906,0.000
1659298172.815,-24.414,-66.895,-72.266,-4.883,0.000
1659298172.818,-26.855,-67.871,-79.590,-4.883,0.000
1659298172.822,-27.344,-74.707,-88.379,-0.488,0.000
1659298172.826,-31.250,-83.496,-90.332,-11.230,0.000
1659298172.830,-28.320,-78.125,-87.402,-20.508,0.000
1659298172.834,-22.461,-70.801,-79.590,-6.348,0.000
1659298172.838,-18.555,-78.125,-80.078,2.441,0.000
1659298172.842,-22.949,-70.801,-82.520,3.906,0.000
1659298172.846,-24.902,-61.523,-79.590,-3.418,0.000
1659298172.850,-22.461,-59.082,-79.102,-7.812,0.000
1659298172.854,-22.949,-63.477,-83.496,-1.465,0.000
1659298172.858,-24.902,-66.406,-81.055,-5.371,0.000
1659298172.861,-34.180,-66.895,-76.660,-12.695,0.000
1659298172.865,-29.297,-65.918,-71.777,-1.465,0.000
1659298172.869,-20.996,-69.824,-71.777,10.742,0.000
1659298172.873,-23.438,-70.312,-72.266,2.930,0.000
1659298172.877,-24.902,-65.918,-68.848,-6.348,0.000
1659298172.881,-21.973,-79.102,-69.824,-4.395,0.000
1659298172.885,-21.484,-83.008,-72.266,3.906,0.000
1659298172.889,-21.484,-78.613,-70.312,6.836,0.000
1659298172.893,-29.297,-73.730,-66.895,-2.441,0.000
1659298172.897,-25.879,-79.590,-61.523,10.254,0.000
1659298172.901,-20.508,-85.449,-66.895,12.695,0.000
1659298172.904,-20.508,-71.289,-75.684,2.930,0.000
1659298172.908,-20.508,-62.012,-73.242,3.418,0.000
1659298172.912,-17.578,-62.988,-67.383,10.742,0.000
1659298172.916,-14.648,-67.383,-70.312,11.719,0.000
1659298172.920,-10.254,-73.242,-69.336,13.184,0.000
1659298172.924,-4.883,-73.730,-60.547,15.137,0.000
1659298172.928,-12.695,-73.730,-60.547,5.859,0.000
1659298172.932,-11.230,-64.453,-57.129,2.441,0.000
1659298172.936,9.766,-62.500,-52.734,11.719,0.000
1659298172.940,14.648,-73.242,-55.176,16.113,0.000
1659298172.944,-3.418,-65.918,-64.453,11.719,0.000
1659298172.947,-9.277,-54.688,-68.848,4.395,0.000
1659298172.951,-3.418,-43.457,-67.871,3.418,0.000
1659298172.955,0.000,-35.645,-69.336,10.742,0.000
1659298172.959,-3.906,-44.434,-67.871,5.859,0.000
1659298172.963,-9.277,-48.340,-62.988,3.906,0.000
1659298172.967,-12.207,-44.434,-65.430,9.277,0.000
1659298172.971,-0.977,-41.016,-67.383,17.578,0.000
1659298172.975,6.836,-28.320,-63.477,29.785,0.000
1659298172.979,1.465,-29.785,-63.965,19.531,0.000
1659298172.983,2.930,-37.109,-62.500,10.742,0.000
1659298172.986,19.043,-36.621,-60.059,28.809,0.000
1659298172.990,19.043,-43.945,-61.035,33.691,0.000
1659298172.994,5.859,-41.016,-62.012,9.277,0.000
1659298172.998,9.766,-32.715,-64.941,-1.465,0.000
1659298173.002,9.277,-34.180,-64.453,12.207,0.000
1659298173.006,3.906,-35.156,-63.477,20.996,0.000
1659298173.010,-0.977,-41.992,-66.406,6.348,0.000
1659298173.014,-3.418,-56.152,-66.406,-4.883,0.000
1659298173.018,-1.465,-53.711,-62.012,7.812,0.000
1659298173.022,3.906,-46.875,-66.406,19.043,0.000
1659298173.026,-2.930,-52.246,-67.383,6.348,0.000
1659298173.029,-12.695,-60.059,-73.730,-9.766,0.000
1659298173.033,-16.602,-60.059,-77.637,-9.277,0.000
1659298173.037,-12.207,-63.477,-71.777,6.348,0.000
1659298173.041,-13.184,-67.383,-70.312,18.066,0.000
1659298173.045,-21.484,-67.383,-71.777,-0.977,0.000
1659298173.049,-17.578,-63.477,-71.777,3.418,0.000
1659298173.053,-11.230,-60.059,-68.848,13.184,0.000
1659298173.057,-6.836,-61.523,-64.453,13.672,0.000
1659298173.061,-14.648,-64.941,-65.918,5.371,0.000
1659298173.065,-15.625,-53.711,-68.359,-6.348,0.000
1659298173.068,-10.254,-46.875,-68.848,-4.395,0.000
1659298173.072,-6.836,-47.852,-71.777,3.906,0.000
1659298173.076,-14.160,-43.945,-72.754,-2.441,0.000
1659298173.080,-20.996,-39.062,-72.266,-6.348,0.000
1659298173.084,-17.090,-41.992,-72.754,12.207,0.000
1659298173.088,-7.324,-58.594,-76.172,19.043,0.000
1659298173.092,-6.348,-67.383,-79.590,6.836,0.000
1659298173.096,-13.184,-62.988,-85.449,-2.930,0.000
1659298173.100,-11.230,-64.941,-97.656,-1.953,0.000
1659298173.104,-17.578,-77.637,-101.562,-10.254,0.000
1659298173.107,-28.320,-75.684,-91.797,-12.695,0.000
1659298173.111,-36.621,-71.289,-89.844,-14.160,0.000
1659298173.115,-40.527,-75.684,-93.262,-20.020,0.000
1659298173.119,-36.133,-82.031,-94.727,-11.719,0.000
1659298173.123,-24.414,-75.195,-95.215,-6.348,0.000
1659298173.127,-21.973,-67.871,-100.586,-10.742,0.000
1659298173.131,-19.531,-69.336,-97.168,-5.859,0.000
1659298173.135,-20.508,-70.312,-89.844,3.418,0.000
1659298173.139,-22.949,-63.477,-86.914,12.207,0.000
1659298173.143,-30.762,-62.012,-86.914,-9.277,0.000
1659298173.147,-27.832,-55.176,-83.984,-25.391,0.000
1659298173.150,-21.484,-52.734,-81.543,-18.066,0.000
1659298173.154,-16.602,-61.523,-86.914,-13.184,0.000
1659298173.158,-22.949,-69.824,-84.961,-14.648,0.000
1659298173.162,-27.832,-73.730,-78.613,-13.184,0.000
1659298173.166,-19.043,-70.801,-84.473,-10.254,0.000
1659298173.170,-8.789,-70.801,-83.008,-1.953,0.000
1659298173.174,-18.555,-77.148,-84.473,-1.465,0.000
1659298173.178,-28.320,-75.195,-89.844,-8.789,0.000
1659298173.182,-20.020,-66.406,-84.473,0.488,0.000
1659298173.186,-20.020,-66.406,-86.426,-0.488,0.000
1659298173.189,-18.066,-68.359,-86.426,-0.488,0.000
1659298173.193,-20.996,-62.012,-77.148,0.488,0.000
1659298173.197,-26.855,-58.105,-77.148,-3.906,0.000
1659298173.201,-22.461,-56.152,-78.613,-11.230,0.000
1659298173.205,-13.184,-48.340,-77.637,-4.883,0.000
1659298173.209,-17.578,-48.828,-77.148,-4.395,0.000
1659298173.213,-27.832,-64.941,-75.684,-20.996,0.000
1659298173.217,-31.738,-63.965,-72.754,-19.531,0.000
1659298173.221,-24.902,-60.547,-76.660,-11.719,0.000
1659298173.225,-24.902,-65.430,-83.496,-15.137,0.000
1659298173.229,-30.762,-66.406,-81.055,-11.719,0.000
1659298173.233,-28.809,-66.406,-74.219,-12.695,0.000
1659298173.236,-20.020,-60.059,-68.848,-11.230,0.000
1659298173.240,-20.020,-54.199,-67.383,1.953,0.000
1659298173.244,-28.320,-60.547,-71.289,0.488,0.000
1659298173.248,-29.785,-80.078,-80.078,-16.602,0.000
1659298173.252,-22.949,-83.008,-85.938,-16.602,0.000
1659298173.256,-19.531,-70.312,-79.590,-7.324,0.000
1659298173.260,-21.484,-60.059,-70.312,-9.277,0.000
1659298173.264,-20.020,-57.617,-69.336,-8.301,0.000
1659298173.268,-10.742,-63.965,-70.312,-4.395,0.000
1659298173.272,-10.742,-73.242,-68.848,-4.395,0.000
1659298173.275,-18.066,-78.613,-66.406,-5.859,0.000
1659298173.279,-24.414,-80.566,-67.383,-9.277,0.000
1659298173.283,-27.832,-74.219,-69.824,-4.395,0.000
1659298173.287,-20.996,-62.500,-74.707,0.488,0.000
1659298173.291,-18.555,-68.359,-77.148,-3.906,0.000
1659298173.295,-29.297,-80.566,-69.824,-17.090,0.000
1659298173.299,-26.367,-79.590,-63.477,-25.879,0.000
1659298173.303,-19.043,-83.008,-59.082,-6.836,0.000
1659298173.307,-20.020,-74.707,-62.988,8.301,0.000
1659298173.311,-22.461,-66.895,-74.707,-0.977,0.000
1659298173.315,-21.484,-62.988,-75.195,-4.883,0.000
1659298173.318,-25.879,-61.523,-73.730,2.441,0.000
1659298173.322,-31.250,-70.801,-82.031,-0.488,0.000
1659298173.326,-36.621,-74.219,-88.379,-10.254,0.000
1659298173.330,-35.645,-74.219,-95.215,-8.301,0.000
1659298173.334,-21.973,-64.941,-93.262,-0.977,0.000
1659298173.338,-10.254,-68.359,-87.891,-1.465,0.000
1659298173.342,-10.742,-80.078,-90.820,-10.742,0.000
1659298173.346,-25.879,-73.242,-90.820,-21.973,0.000
1659298173.350,-29.297,-79.590,-93.262,-29.297,0.000
1659298173.354,-24.902,-91.309,-97.168,-17.578,0.000
1659298173.357,-32.227,-92.773,-94.238,-13.184,0.000
1659298173.361,-41.016,-86.426,-96.191,-22.949,0.000
1659298173.365,-37.109,-65.430,-93.262,-19.043,0.000
1659298173.369,-26.367,-56.152,-85.938,-7.324,0.000
1659298173.373,-26.855,-63.477,-92.773,-3.418,0.000
1659298173.377,-26.855,-67.871,-99.121,-3.418,0.000
1659298173.381,-21.973,-65.430,-93.750,-4.883,0.000
1659298173.385,-19.043,-65.918,-89.844,-0.488,0.000
1659298173.389,-17.090,-65.430,-83.984,17.578,0.000
1659298173.393,-21.484,-60.059,-81.543,2.930,0.000
1659298173.397,-20.020,-57.617,-83.984,-15.137,0.000
1659298173.400,-9.766,-57.129,-82.520,-10.254,0.000
1659298173.404,-6.836,-64.453,-88.379,0.977,0.000
1659298173.408,-15.137,-70.801,-92.773,-2.930,0.000
1659298173.412,-16.113,-72.266,-94.238,-12.207,0.000
1659298173.416,-9.766,-66.406,-99.609,-11.719,0.000
1659298173.420,-4.395,-67.383,-95.703,7.812,0.000
1659298173.424,-4.883,-62.988,-89.355,22.461,0.000
1659298173.428,-13.672,-59.082,-95.703,-3.418,0.000
1659298173.432,-14.648,-59.082,-97.656,-11.230,0.000
1659298173.436,-11.230,-52.246,-96.191,-2.930,0.000
1659298173.439,-7.812,-54.688,-95.703,-6.836,0.000
1659298173.443,-3.906,-53.223,-87.891,-0.488,0.000
1659298173.447,0.488,-51.270,-83.496,-4.395,0.000
1659298173.451,1.465,-59.570,-89.355,-13.184,0.000
1659298173.455,7.812,-62.012,-92.773,0.000,0.000
1659298173.459,0.488,-49.316,-84.961,5.859,0.000
1659298173.463,-4.883,-42.969,-78.125,6.836,0.000
1659298173.467,-3.906,-51.758,-84.473,6.836,0.000
1659298173.471,-6.348,-63.477,-97.168,-0.977,0.000
1659298173.475,-9.277,-62.988,-100.586,-1.953,0.000
1659298173.479,-10.254,-49.805,-97.656,-0.977,0.000
1659298173.482,-8.301,-41.504,-88.867,9.766,0.000
1659298173.486,-4.883,-48.828,-88.867,19.043,0.000
1659298173.490,-3.906,-51.758,-88.379,18.066,0.000
1659298173.494,-1.953,-48.340,-83.008,1.953,0.000
1659298173.498,2.441,-41.016,-76.172,4.883,0.000
1659298173.502,-3.418,-47.852,-78.125,8.301,0.000
1659298173.506,-8.789,-61.523,-85.938,11.719,0.000
1659298173.510,-12.695,-62.988,-85.938,4.395,0.000
1659298173.514,-15.137,-56.641,-83.496,0.000,0.000
1659298173.518,-14.160,-59.082,-83.008,5.371,0.000
1659298173.521,-1.465,-64.453,-90.820,4.395,0.000
1659298173.525,-5.371,-62.988,-100.098,-0.488,0.000
1659298173.529,-17.578,-60.547,-97.168,0.000,0.000
1659298173.533,-17.578,-66.406,-93.262,5.859,0.000
1659298173.537,-9.766,-76.172,-89.844,17.578,0.000
1659298173.541,-8.789,-73.730,-86.426,26.367,0.000
1659298173.545,-5.371,-59.570,-87.891,11.230,0.000
1659298173.549,-12.695,-55.176,-90.820,1.953,0.000
1659298173.553,-10.742,-56.152,-92.773,7.324,0.000
1659298173.557,-1.465,-62.500,-96.191,7.812,0.000
1659298173.561,-12.207,-73.730,-102.051,-1.953,0.000
1659298173.564,-12.695,-59.082,-96.680,3.906,0.000
1659298173.568,-10.254,-49.805,-89.844,9.277,0.000
1659298173.572,-3.906,-57.129,-87.891,19.043,0.000
1659298173.576,-11.719,-56.641,-88.867,12.207,0.000
1659298173.580,-10.254,-57.129,-86.426,-2.441,0.000
1659298173.584,-2.930,-66.406,-88.867,5.859,0.000
1659298173.588,-5.859,-64.941,-90.332,18.555,0.000
1659298173.592,-1.953,-57.617,-84.961,3.418,0.000
1659298173.596,-7.324,-57.129,-83.984,-12.207,0.000
1659298173.600,-21.973,-56.641,-85.938,-0.488,0.000
1659298173.603,-25.391,-64.941,-90.332,10.742,0.000
1659298173.607,-27.832,-68.359,-107.910,-1.953,0.000
1659298173.611,-33.203,-64.453,-113.770,-15.625,0.000
1659298173.615,-33.203,-63.477,-109.375,-13.672,0.000
1659298173.619,-28.809,-57.617,-101.562,0.488,0.000
1659298173.623,-21.484,-64.453,-97.656,4.883,0.000
1659298173.627,-22.461,-66.406,-99.121,-8.789,0.000
1659298173.631,-26.855,-56.641,-90.820,-11.719,0.000
1659298173.635,-23.926,-55.664,-87.402,-1.953,0.000
1659298173.639,-8.789,-59.570,-86.426,9.277,0.000
1659298173.643,-5.859,-65.430,-81.055,5.859,0.000
1659298173.646,-17.090,-60.547,-84.961,-2.930,0.000
1659298173.650,-13.184,-53.223,-89.844,-5.371,0.000
1659298173.654,-3.906,-62.988,-84.473,0.488,0.000
1659298173.658,-12.695,-66.406,-82.520,-4.883,0.000
1659298173.662,-26.855,-61.035,-91.309,-15.137,0.000
1659298173.666,-25.879,-64.941,-96.680,-13.672,0.000
1659298173.670,-10.742,-69.336,-101.562,-7.324,0.000
1659298173.674,-11.230,-83.008,-106.934,-5.371,0.000
1659298173.678,-22.461,-89.355,-101.562,-8.789,0.000
1659298173.682,-21.484,-86.426,-100.098,-14.648,0.000
1659298173.686,-20.020,-83.984,-105.469,-15.137,0.000
1659298173.689,-15.137,-85.938,-100.586,-0.977,0.000
1659298173.693,-9.277,-79.590,-92.285,-8.789,0.000
1659298173.697,-10.742,-72.754,-89.844,-20.020,0.000
1659298173.701,-13.672,-80.566,-89.844,-18.066,0.000
1659298173.705,-6.836,-76.660,-89.355,-2.441,0.000
1659298173.709,-5.371,-70.801,-87.402,13.184,0.000
1659298173.713,-8.789,-74.707,-85.449,5.859,0.000
1659298173.717,-3.906,-62.012,-84.473,0.000,0.000
1659298173.721,4.395,-52.246,-85.449,10.742,0.000
1659298173.725,5.371,-55.664,-90.332,16.602,0.000
1659298173.728,0.977,-57.129,-91.797,7.812,0.000
1659298173.732,-2.441,-53.223,-86.426,-0.488,0.000
1659298173.736,0.000,-49.805,-81.543,8.301,0.000
1659298173.740,3.418,-51.270,-83.008,14.648,0.000
1659298173.744,0.488,-55.664,-87.402,4.883,0.000
1659298173.748,1.953,-49.805,-83.008,0.000,0.000
1659298173.752,3.418,-42.480,-81.543,5.371,0.000
1659298173.756,1.465,-47.363,-85.938,5.371,0.000
1659298173.760,-6.348,-46.875,-82.520,-2.930,0.000
1659298173.764,-11.230,-37.109,-80.078,-8.301,0.000
1659298173.767,-2.930,-40.039,-82.520,-1.465,0.000
1659298173.771,4.395,-39.062,-74.219,10.742,0.000
1659298173.775,-6.348,-36.621,-69.336,1.953,0.000
1659298173.779,-20.020,-44.922,-68.848,-12.207,0.000
1659298173.783,-13.184,-51.758,-68.848,-0.488,0.000
1659298173.787,-7.324,-58.594,-71.289,15.625,0.000
1659298173.791,-0.488,-63.965,-67.871,5.371,0.000
1659298173.795,1.465,-47.852,-65.430,-7.812,0.000
1659298173.799,-6.348,-42.969,-68.359,5.859,0.000
1659298173.803,-3.418,-50.781,-72.754,18.066,0.000
1659298173.807,2.441,-44.434,-70.801,10.742,0.000
1659298173.810,-2.441,-40.527,-69.824,3.418,0.000
1659298173.814,-11.230,-42.480,-83.984,-1.953,0.000
1659298173.818,-11.719,-47.363,-93.750,1.465,0.000
1659298173.822,-2.441,-46.875,-86.426,12.207,0.000
1659298173.826,0.000,-44.434,-77.637,7.812,0.000
1659298173.830,-6.836,-48.340,-82.031,-1.953,0.000
1659298173.834,-0.977,-38.086,-84.961,5.859,0.000
1659298173.838,3.906,-40.039,-79.590,15.625,0.000
1659298173.842,6.348,-55.176,-73.730,12.695,0.000
1659298173.846,7.812,-54.199,-73.730,3.906,0.000
1659298173.850,-0.488,-50.293,-84.961,-10.254,0.000
1659298173.853,3.906,-45.898,-86.426,3.418,0.000
1659298173.857,6.836,-39.551,-74.707,14.160,0.000
1659298173.861,-7.812,-40.527,-78.125,-3.906,0.000
1659298173.865,-12.207,-46.875,-78.125,-3.906,0.000
1659298173.869,-5.859,-55.176,-76.172,2.441,0.000
1659298173.873,0.000,-60.547,-77.148,9.766,0.000
1659298173.877,-9.277,-68.848,-79.590,8.301,0.000
1659298173.881,-16.602,-72.266,-86.914,0.000,0.000
1659298173.885,-9.766,-70.312,-91.309,0.488,0.000
1659298173.889,3.906,-79.102,-92.285,16.602,0.000
1659298173.892,10.254,-75.195,-83.008,16.602,0.000
1659298173.896,3.418,-56.152,-71.289,13.184,0.000
1659298173.900,-0.977,-51.758,-65.918,26.367,0.000
1659298173.904,2.930,-51.758,-61.035,30.762,0.000
1659298173.908,8.789,-49.805,-57.129,17.578,0.000
1659298173.912,6.348,-59.082,-56.641,10.742,0.000
1659298173.916,-1.465,-67.871,-63.965,6.348,0.000
1659298173.920,1.465,-56.641,-63.477,15.137,0.000
1659298173.924,2.441,-55.664,-65.430,9.277,0.000
1659298173.928,-6.836,-65.430,-65.918,-10.254,0.000
1659298173.932,-14.648,-69.336,-70.801,-13.672,0.000
1659298173.935,-15.137,-66.406,-83.496,-6.348,0.000
1659298173.939,-9.277,-67.383,-85.938,-3.418,0.000
1659298173.943,-9.766,-70.801,-83.008,-21.973,0.000
1659298173.947,-11.230,-65.918,-77.148,-20.508,0.000
1659298173.951,-7.812,-59.082,-79.590,-5.859,0.000
1659298173.955,-3.906,-55.176,-83.008,0.488,0.000
1659298173.959,-11.230,-51.758,-74.707,5.859,0.000
1659298173.963,-16.113,-41.992,-71.777,2.441,0.000
1659298173.967,-16.113,-49.805,-75.195,-4.883,0.000
1659298173.971,-10.254,-61.523,-72.754,10.742,0.000
1659298173.975,-1.953,-56.641,-70.312,12.207,0.000
1659298173.978,-2.441,-54.199,-64.941,15.625,0.000
1659298173.982,-4.395,-58.594,-69.824,16.602,0.000
1659298173.986,-1.465,-56.152,-78.125,12.207,0.000
1659298173.990,2.441,-48.828,-67.871,27.832,0.000
1659298173.994,-5.371,-61.523,-61.523,21.973,0.000
1659298173.998,-4.883,-78.613,-73.242,6.348,0.000
1659298174.002,12.207,-71.777,-74.219,18.066,0.000
1659298174.006,15.625,-59.082,-68.359,30.762,0.000
1659298174.010,0.488,-58.105,-69.336,22.461,0.000
1659298174.014,1.465,-63.965,-59.570,18.066,0.000
1659298174.018,12.207,-59.082,-53.223,19.531,0.000
1659298174.021,5.859,-61.035,-53.711,30.762,0.000
1659298174.025,-9.277,-67.871,-53.711,21.973,0.000
1659298174.029,-6.836,-73.242,-63.477,4.395,0.000
1659298174.033,0.000,-69.336,-66.895,10.254,0.000
1659298174.037,5.859,-62.988,-60.547,24.414,0.000
1659298174.041,8.789,-65.918,-61.523,23.926,0.000
1659298174.045,1.953,-60.547,-66.895,13.672,0.000
1659298174.049,0.488,-50.293,-64.941,18.066,0.000
1659298174.053,8.789,-53.223,-56.641,35.645,0.000
1659298174.057,13.184,-56.152,-60.547,34.180,0.000
1659298174.061,8.789,-47.852,-65.430,20.508,0.000
1659298174.064,0.000,-34.668,-56.152,22.949,0.000
1659298174.068,7.812,-28.320,-49.805,41.016,0.000
1659298174.072,17.578,-34.668,-51.758,40.527,0.000
1659298174.076,21.973,-36.621,-52.246,27.344,0.000
1659298174.080,24.414,-30.273,-42.480,30.273,0.000
1659298174.084,23.926,-28.320,-42.969,40.039,0.000
1659298174.088,31.250,-27.344,-48.340,42.480,0.000
1659298174.092,35.156,-23.438,-38.086,36.621,0.000
1659298174.096,28.809,-19.531,-35.156,39.062,0.000
1659298174.100,21.484,-22.461,-36.133,49.316,0.000
1659298174.103,27.344,-22.949,-41.992,49.316,0.000
1659298174.107,29.297,-21.973,-47.852,39.062,0.000
1659298174.111,17.578,-20.020,-51.758,31.738,0.000
1659298174.115,24.414,-31.738,-55.176,33.691,0.000
1659298174.119,39.551,-37.598,-44.922,43.945,0.000
1659298174.123,37.109,-20.508,-37.109,49.316,0.000
1659298174.127,28.320,-21.973,-41.504,41.992,0.000
1659298174.131,21.484,-26.367,-42.969,42.480,0.000
1659298174.135,21.973,-29.297,-41.992,41.504,0.000
1659298174.139,35.645,-30.273,-38.086,40.527,0.000
1659298174.142,30.762,-27.832,-37.598,36.621,0.000
1659298174.146,20.508,-34.668,-45.410,33.203,0.000
1659298174.150,19.043,-42.480,-42.480,31.250,0.000
1659298174.154,21.973,-43.945,-38.086,35.645,0.000
1659298174.158,25.391,-45.898,-48.340,41.504,0.000
1659298174.162,27.344,-31.738,-51.270,38.086,0.000
1659298174.166,25.391,-18.555,-45.898,38.086,0.000
1659298174.170,28.809,-21.973,-45.410,49.316,0.000
1659298174.174,29.297,-25.391,-47.363,43.945,0.000
1659298174.178,24.414,-32.715,-48.828,22.949,0.000
1659298174.182,32.227,-34.180,-46.875,22.461,0.000
1659298174.185,32.715,-34.668,-50.293,28.809,0.000
1659298174.189,32.227,-37.109,-50.781,35.156,0.000
1659298174.193,30.273,-45.898,-55.176,30.762,0.000
1659298174.197,26.367,-55.176,-59.570,22.949,0.000
1659298174.201,30.762,-51.270,-51.758,25.391,0.000
1659298174.205,30.762,-38.086,-57.617,32.227,0.000
1659298174.209,18.555,-33.691,-60.059,37.598,0.000
1659298174.213,22.949,-31.250,-58.105,33.203,0.000
1659298174.217,28.809,-26.855,-61.523,28.809,0.000
1659298174.221,21.484,-33.691,-58.105,36.621,0.000
1659298174.224,17.578,-37.109,-51.758,27.344,0.000
1659298174.228,14.160,-24.902,-51.758,18.066,0.000
1659298174.232,13.672,-22.461,-49.316,26.855,0.000
1659298174.236,13.184,-37.598,-49.316,20.508,0.000
1659298174.240,8.301,-44.922,-56.152,-0.977,0.000
1659298174.244,5.859,-48.340,-52.246,5.859,0.000
1659298174.248,10.254,-43.945,-54.199,17.578,0.000
1659298174.252,17.090,-35.645,-63.477,12.207,0.000
1659298174.256,20.996,-43.457,-60.059,14.648,0.000
1659298174.260,11.230,-53.711,-56.152,22.461,0.000
1659298174.264,0.000,-43.945,-52.246,29.297,0.000
1659298174.267,7.324,-29.785,-53.711,26.855,0.000
1659298174.271,17.090,-34.668,-54.199,27.832,0.000
1659298174.275,8.301,-34.180,-46.387,27.344,0.000
1659298174.279,-0.488,-39.551,-48.340,32.715,0.000
1659298174.283,2.441,-43.945,-53.223,32.715,0.000
1659298174.287,9.277,-41.992,-51.270,37.109,0.000
1659298174.291,10.254,-46.387,-53.223,36.133,0.000
1659298174.295,6.348,-59.570,-52.734,28.320,0.000
1659298174.299,7.812,-63.477,-56.641,25.391,0.000
1659298174.303,8.301,-48.340,-63.965,32.227,0.000
1659298174.306,10.742,-38.086,-56.152,41.992,0.000
1659298174.310,8.789,-32.715,-56.641,26.367,0.000
1659298174.314,-3.906,-39.551,-69.336,19.043,0.000
1659298174.318,-2.930,-48.340,-68.848,26.367,0.000
1659298174.322,3.906,-41.992,-64.453,27.344,0.000
1659298174.326,-4.395,-34.668,-68.848,16.602,0.000
1659298174.330,0.488,-30.762,-69.336,8.789,0.000
1659298174.334,13.672,-31.738,-61.523,16.113,0.000
1659298174.338,9.277,-41.504,-56.152,20.508,0.000
1659298174.342,-0.488,-46.387,-55.664,14.648,0.000
1659298174.346,4.395,-42.969,-53.711,12.695,0.000
1659298174.350,3.906,-40.039,-53.711,23.438,0.000
1659298174.353,2.441,-49.805,-55.664,24.902,0.000
1659298174.357,6.348,-65.430,-62.500,14.160,0.000
1659298174.361,-9.766,-61.035,-69.336,-2.930,0.000
1659298174.365,-21.973,-55.664,-69.824,-7.812,0.000
1659298174.369,-25.391,-62.500,-76.172,-3.418,0.000
1659298174.373,-26.367,-58.105,-76.660,-2.930,0.000
1659298174.377,-23.926,-45.898,-70.801,-7.812,0.000
1659298174.381,-22.949,-43.457,-73.730,-12.207,0.000
1659298174.385,-17.578,-44.922,-84.473,-12.695,0.000
1659298174.389,-10.254,-50.293,-88.867,1.465,0.000
1659298174.392,-8.301,-57.129,-78.125,1.465,0.000
1659298174.396,-4.883,-57.129,-69.336,-8.301,0.000
1659298174.400,-6.348,-59.082,-76.660,-7.812,0.000
1659298174.404,-6.836,-61.523,-83.008,-5.859,0.000
1659298174.408,-23.926,-59.082,-76.660,-4.883,0.000
1659298174.412,-38.086,-58.594,-77.148,-3.418,0.000
1659298174.416,-29.297,-65.430,-78.125,-13.672,0.000
1659298174.420,-19.043,-67.383,-79.102,-5.371,0.000
1659298174.424,-11.719,-61.035,-79.590,5.859,0.000
1659298174.428,-17.578,-66.895,-71.777,-5.371,0.000
1659298174.432,-16.602,-65.918,-69.824,-0.977,0.000
1659298174.435,-9.277,-52.246,-69.336,5.859,0.000
1659298174.439,2.441,-50.293,-68.359,13.672,0.000
1659298174.443,9.277,-47.363,-60.059,17.090,0.000
1659298174.447,4.395,-53.223,-55.664,10.254,0.000
1659298174.451,-0.977,-58.594,-58.105,7.812,0.000
